hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,lead_time_category,guest_type,estimated_revenue
City Hotel,0,247,2016,June,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0,Check-Out,08/06/2016,90+ days,Couple,230.0
Resort Hotel,0,0,2015,November,48,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,40.0,0,0,Check-Out,25/11/2015,,Solo,40.0
Resort Hotel,0,25,2017,May,21,23,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,76.0,0,1,Check-Out,24/05/2017,8-30 days,Couple,76.0
City Hotel,0,69,2016,January,5,29,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,28.0,,0,Transient,82.0,0,0,Check-Out,01/02/2016,31-90 days,Couple,246.0
City Hotel,1,27,2015,September,40,30,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64.0,,21,Transient,108.0,0,0,Canceled,24/09/2015,8-30 days,Couple,216.0
City Hotel,1,223,2016,June,25,14,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133.0,,40,Transient,135.0,0,0,Canceled,14/12/2015,90+ days,Couple,270.0
Resort Hotel,0,225,2016,May,22,28,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,E,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,30/05/2016,90+ days,Couple,170.0
City Hotel,0,296,2016,September,39,21,0,4,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26.0,,0,Transient-Party,117.0,0,0,Check-Out,25/09/2016,90+ days,Couple,468.0
City Hotel,1,93,2016,October,43,22,2,5,2,0.0,1,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,150.56,0,1,Canceled,24/07/2016,90+ days,Couple,1053.92
Resort Hotel,1,13,2017,June,24,12,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,388.0,0,Transient,75.0,0,0,Canceled,30/05/2017,8-30 days,Solo,225.0
Resort Hotel,0,77,2015,October,41,8,0,3,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Contract,71.0,1,2,Check-Out,11/10/2015,31-90 days,Family,213.0
Resort Hotel,0,356,2016,July,29,10,4,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,136.73,0,0,Check-Out,19/07/2016,90+ days,Couple,1230.57
City Hotel,0,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0,0,Check-Out,22/11/2015,31-90 days,Solo,146.0
Resort Hotel,0,35,2016,December,53,25,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,60.0,0,2,Check-Out,28/12/2016,31-90 days,Couple,180.0
Resort Hotel,0,60,2016,May,21,15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,53.99,0,0,Check-Out,22/05/2016,31-90 days,Couple,377.93
City Hotel,0,38,2016,December,49,2,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9.0,,0,Transient,77.86,0,1,Check-Out,06/12/2016,31-90 days,Couple,311.44
City Hotel,0,53,2017,June,24,14,1,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,126.0,0,1,Check-Out,19/06/2017,31-90 days,Couple,630.0
Resort Hotel,0,3,2016,February,10,29,1,2,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,196.0,,0,Transient,55.0,0,0,Check-Out,03/03/2016,0-7 days,Couple,165.0
City Hotel,0,102,2016,May,21,16,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,19/05/2016,90+ days,Couple,225.0
Resort Hotel,0,142,2016,June,23,4,4,11,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,68.4,0,0,Check-Out,19/06/2016,90+ days,Couple,1026.0
Resort Hotel,0,57,2015,July,29,15,0,2,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305.0,,0,Transient-Party,107.0,0,0,Check-Out,17/07/2015,31-90 days,Couple,214.0
Resort Hotel,0,204,2017,May,20,20,4,6,2,0.0,0,HB,LVA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,68.95,0,0,Check-Out,30/05/2017,90+ days,Couple,689.5
City Hotel,0,47,2016,October,43,16,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.75,0,0,Check-Out,20/10/2016,31-90 days,Couple,323.0
Resort Hotel,0,214,2017,March,12,25,2,2,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,27.0,0,0,Check-Out,29/03/2017,90+ days,Solo,108.0
City Hotel,0,42,2015,September,38,19,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,76.5,0,0,Check-Out,22/09/2015,31-90 days,Couple,229.5
City Hotel,0,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,20/09/2015,31-90 days,Couple,218.0
Resort Hotel,0,29,2016,November,45,4,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,55.8,0,2,Check-Out,06/11/2016,8-30 days,Couple,111.6
City Hotel,1,475,2016,October,44,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,21/10/2015,90+ days,Couple,124.0
Resort Hotel,1,85,2016,April,15,7,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,64.0,0,0,Canceled,18/01/2016,31-90 days,Couple,192.0
Resort Hotel,0,0,2017,August,32,9,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,244.0,1,0,Check-Out,10/08/2017,,Couple,244.0
Resort Hotel,1,28,2016,January,2,5,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,0,Canceled,12/12/2015,8-30 days,Couple,56.0
City Hotel,0,256,2016,June,25,15,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,17/06/2016,90+ days,Couple,230.0
Resort Hotel,0,23,2016,March,13,24,1,3,2,0.0,0,HB,PRT,Direct,Direct,1,1,5,E,E,0,No Deposit,,,0,Transient,98.5,1,4,Check-Out,28/03/2016,8-30 days,Couple,394.0
Resort Hotel,0,7,2016,March,13,21,1,0,2,0.0,0,BB,COL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,26.1,0,0,Check-Out,22/03/2016,0-7 days,Couple,26.1
City Hotel,1,12,2016,August,34,14,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.5,0,3,Canceled,02/08/2016,8-30 days,Couple,526.0
Resort Hotel,0,82,2016,November,47,15,0,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,42.12,0,2,Check-Out,20/11/2016,31-90 days,Couple,210.6
City Hotel,1,11,2015,August,34,18,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,Non Refund,,48.0,0,Transient,75.0,0,0,Canceled,13/08/2015,8-30 days,Couple,150.0
City Hotel,0,2,2016,January,2,3,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.6,1,0,Check-Out,05/01/2016,0-7 days,Couple,161.2
City Hotel,0,73,2016,October,44,28,0,1,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,A,D,1,No Deposit,21.0,,0,Transient-Party,62.5,0,0,Check-Out,29/10/2016,31-90 days,Solo,62.5
Resort Hotel,0,43,2017,July,30,24,1,3,2,0.0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,242.0,0,0,Check-Out,28/07/2017,31-90 days,Couple,968.0
City Hotel,1,302,2015,August,33,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,06/07/2015,90+ days,Couple,248.0
Resort Hotel,0,185,2015,September,38,19,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,51.75,0,0,Check-Out,29/09/2015,90+ days,Couple,517.5
City Hotel,0,12,2016,February,7,7,2,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,136.5,0,1,Check-Out,09/02/2016,8-30 days,Family,273.0
City Hotel,1,40,2016,August,36,29,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.83,0,0,Canceled,28/07/2016,31-90 days,Couple,447.32
Resort Hotel,0,154,2016,March,12,19,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient,25.65,0,0,Check-Out,26/03/2016,90+ days,Couple,179.54999999999998
City Hotel,1,34,2015,October,42,15,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,0,Canceled,12/09/2015,31-90 days,Couple,326.70000000000005
City Hotel,0,3,2017,February,9,27,1,1,1,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,88.0,0,2,Check-Out,01/03/2017,0-7 days,Solo,176.0
City Hotel,0,7,2017,July,30,23,2,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,146.75,0,1,Check-Out,27/07/2017,0-7 days,Couple,587.0
Resort Hotel,0,166,2016,June,27,27,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,90.2,0,1,Check-Out,07/07/2016,90+ days,Couple,902.0
City Hotel,0,21,2016,November,49,30,0,2,1,0.0,0,BB,POL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,76.0,0,0,Check-Out,02/12/2016,8-30 days,Solo,152.0
Resort Hotel,0,10,2016,September,37,5,2,5,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,3,No Deposit,250.0,,0,Transient,188.43,0,0,Check-Out,12/09/2016,8-30 days,Family,1319.01
City Hotel,1,89,2017,July,27,7,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,0,Canceled,09/04/2017,31-90 days,Couple,300.0
City Hotel,0,0,2016,November,48,23,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,24/11/2016,,Couple,0.0
City Hotel,0,14,2016,January,4,21,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,79.25,0,0,Check-Out,24/01/2016,8-30 days,Couple,237.75
City Hotel,0,12,2016,August,33,13,2,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,200.0,1,1,Check-Out,16/08/2016,8-30 days,Group,600.0
City Hotel,0,193,2016,July,28,9,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,90.95,0,1,Check-Out,16/07/2016,90+ days,Couple,636.65
City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,09/09/2015,31-90 days,Couple,248.0
City Hotel,1,22,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,02/07/2015,8-30 days,Couple,124.0
Resort Hotel,0,22,2017,February,8,23,0,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68.0,,0,Transient-Party,60.0,0,0,Check-Out,25/02/2017,8-30 days,Couple,120.0
City Hotel,0,101,2016,April,16,14,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,77.78,0,1,Check-Out,18/04/2016,90+ days,Couple,311.12
City Hotel,0,162,2017,June,26,28,0,4,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,117.85,0,3,Check-Out,02/07/2017,90+ days,Solo,471.4
Resort Hotel,0,22,2016,January,4,20,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240.0,,0,Transient,39.0,0,2,Check-Out,21/01/2016,8-30 days,Solo,39.0
Resort Hotel,0,4,2016,December,50,10,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,65.0,0,2,Check-Out,11/12/2016,0-7 days,Couple,65.0
City Hotel,1,101,2017,March,11,18,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,2,Canceled,28/02/2017,90+ days,Couple,194.4
Resort Hotel,0,22,2017,August,31,5,2,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,508.0,,0,Transient-Party,188.6,0,1,Check-Out,08/08/2017,8-30 days,Couple,565.8
Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,26/10/2016,90+ days,Couple,216.0
City Hotel,1,75,2017,January,1,7,1,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.4,0,1,Canceled,03/11/2016,31-90 days,Solo,172.8
Resort Hotel,0,4,2016,January,3,15,0,2,2,0.0,0,HB,BRA,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,,0,Transient,73.0,0,1,Check-Out,17/01/2016,0-7 days,Couple,146.0
City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,12/08/2015,8-30 days,Couple,248.0
City Hotel,1,127,2016,December,53,27,0,3,1,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,84.05,0,1,Canceled,23/08/2016,90+ days,Solo,252.14999999999998
Resort Hotel,0,3,2017,June,22,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,4,A,A,0,No Deposit,,116.0,0,Transient,75.0,1,0,Check-Out,02/06/2017,0-7 days,Solo,75.0
City Hotel,1,90,2016,December,53,26,1,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.74,0,0,Canceled,27/09/2016,31-90 days,Couple,443.7
Resort Hotel,1,51,2017,July,28,12,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,184.0,0,1,Canceled,23/05/2017,31-90 days,Couple,920.0
Resort Hotel,0,137,2017,March,11,14,2,8,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,60.3,1,1,Check-Out,24/03/2017,90+ days,Couple,603.0
Resort Hotel,1,43,2015,August,32,7,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,202.0,0,0,Canceled,27/06/2015,31-90 days,Couple,1212.0
City Hotel,0,61,2017,July,27,3,3,6,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9.0,,0,Transient,94.8,0,0,Check-Out,12/07/2017,31-90 days,Solo,853.1999999999999
City Hotel,1,313,2017,April,17,29,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,90.0,0,0,Canceled,23/02/2017,90+ days,Couple,270.0
City Hotel,0,0,2017,April,15,15,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,4,No Deposit,461.0,,0,Transient,144.0,0,0,Check-Out,16/04/2017,,Couple,144.0
Resort Hotel,0,24,2017,January,4,28,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240.0,,0,Transient,48.0,0,2,Check-Out,29/01/2017,8-30 days,Couple,48.0
Resort Hotel,0,52,2017,July,27,7,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,210.0,0,0,Check-Out,09/07/2017,31-90 days,Family,420.0
Resort Hotel,0,181,2017,March,9,1,6,19,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,440.0,,0,Transient-Party,57.8,0,1,Check-Out,26/03/2017,90+ days,Couple,1445.0
City Hotel,1,122,2016,November,47,14,1,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.9,0,2,Canceled,14/09/2016,90+ days,Couple,303.6
Resort Hotel,1,82,2016,February,7,7,2,0,2,0.0,0,Undefined,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67.0,,0,Transient-Party,66.0,0,0,Canceled,03/02/2016,31-90 days,Couple,132.0
Resort Hotel,1,280,2017,May,21,23,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,54.0,0,1,Canceled,18/08/2016,90+ days,Couple,108.0
City Hotel,1,28,2017,March,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0,Canceled,02/02/2017,8-30 days,Couple,285.0
City Hotel,1,475,2016,October,44,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,21/10/2015,90+ days,Couple,124.0
Resort Hotel,0,9,2016,May,21,15,1,0,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,,,0,Transient-Party,70.0,0,0,Check-Out,16/05/2016,8-30 days,Couple,70.0
City Hotel,0,146,2017,June,25,20,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,117.0,0,0,Check-Out,22/06/2017,90+ days,Couple,234.0
Resort Hotel,1,275,2015,October,41,4,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,A,0,Non Refund,208.0,,0,Transient,50.0,0,0,Canceled,30/01/2015,90+ days,Couple,100.0
Resort Hotel,0,0,2015,September,37,12,2,5,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,275.0,,0,Transient,58.05,0,0,Check-Out,19/09/2015,,Solo,406.34999999999997
Resort Hotel,0,6,2017,January,4,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,146.0,0,Transient,43.0,0,0,Check-Out,25/01/2017,0-7 days,Solo,43.0
Resort Hotel,1,29,2017,August,35,29,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,180.0,0,0,Canceled,21/08/2017,8-30 days,Couple,540.0
City Hotel,0,121,2016,August,34,15,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.55,0,1,Check-Out,19/08/2016,90+ days,Couple,502.2
City Hotel,1,300,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,01/01/2015,90+ days,Couple,124.0
City Hotel,0,5,2015,September,39,20,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,114.0,0,2,Check-Out,21/09/2015,0-7 days,Couple,114.0
Resort Hotel,0,75,2017,April,17,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,82.0,1,1,Check-Out,01/05/2017,31-90 days,Couple,164.0
Resort Hotel,0,18,2017,January,4,26,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,48.0,0,2,Check-Out,29/01/2017,8-30 days,Couple,144.0
City Hotel,1,32,2017,January,1,6,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,1,Canceled,22/12/2016,31-90 days,Couple,208.0
Resort Hotel,0,16,2017,February,6,11,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,2,Check-Out,15/02/2017,8-30 days,Couple,232.0
City Hotel,0,0,2016,June,25,15,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,46.0,0,Transient,0.0,0,0,Check-Out,16/06/2016,,Solo,0.0
City Hotel,1,114,2016,May,19,2,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,0,Canceled,28/01/2016,90+ days,Solo,199.8
Resort Hotel,0,117,2016,May,21,15,4,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243.0,,0,Contract,74.39,0,0,Check-Out,26/05/2016,90+ days,Couple,818.29
City Hotel,0,61,2016,April,16,16,2,1,3,0.0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,151.3,0,3,Check-Out,19/04/2016,31-90 days,Group,453.90000000000003
City Hotel,1,11,2015,August,34,18,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,Non Refund,,48.0,0,Transient,75.0,0,0,Canceled,13/08/2015,8-30 days,Couple,150.0
City Hotel,0,37,2015,September,39,20,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,95.0,0,0,Check-Out,24/09/2015,31-90 days,Solo,380.0
City Hotel,1,44,2016,April,16,13,0,4,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,116.0,0,0,Canceled,09/04/2016,31-90 days,Solo,464.0
Resort Hotel,0,0,2017,May,18,5,0,1,2,0.0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,100.0,1,0,Check-Out,06/05/2017,,Couple,100.0
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,22/10/2015,90+ days,Couple,124.0
City Hotel,0,38,2016,April,17,17,2,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,68.14,0,1,Check-Out,20/04/2016,31-90 days,Couple,204.42000000000002
Resort Hotel,0,14,2017,August,31,5,2,2,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,228.5,0,2,Check-Out,09/08/2017,8-30 days,Couple,914.0
City Hotel,0,16,2017,August,32,9,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,12/08/2017,8-30 days,Couple,540.0
Resort Hotel,1,34,2017,August,34,21,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,270.0,0,3,Canceled,27/07/2017,31-90 days,Couple,1080.0
City Hotel,1,295,2015,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,06/07/2015,90+ days,Couple,248.0
City Hotel,1,240,2017,July,27,7,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.3,0,1,Canceled,27/03/2017,90+ days,Couple,282.6
City Hotel,0,65,2016,November,46,11,1,2,2,0.0,0,BB,POL,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,85.75,0,0,Check-Out,14/11/2016,31-90 days,Couple,257.25
City Hotel,0,256,2016,June,25,15,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,17/06/2016,90+ days,Couple,230.0
City Hotel,1,101,2016,April,16,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,130.0,0,0,Canceled,12/04/2016,90+ days,Couple,390.0
City Hotel,1,265,2017,June,25,24,4,8,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.93,0,0,Canceled,02/10/2016,90+ days,Couple,1403.16
Resort Hotel,0,112,2017,May,19,8,3,6,2,0.0,0,HB,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,124.0,0,1,Check-Out,17/05/2017,90+ days,Couple,1116.0
City Hotel,1,29,2017,April,17,28,0,2,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,215.0,0,1,Canceled,06/04/2017,8-30 days,Group,430.0
Resort Hotel,0,79,2017,May,21,26,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,127.0,0,0,Check-Out,02/06/2017,31-90 days,Couple,889.0
